AC_No,AC_Name,District,Reserved,Sl_No,Candidate_Name,Party_Full,Party_Short,Alliance,Symbol
135,Karur,Karur,GEN,3.0,M.R. VIJAYABHASKAR,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
135,Karur,Karur,GEN,4.0,JAYAGOPAL. P,Bahujan Samaj Party,BSP,Solo,Elephant
135,Karur,Karur,GEN,5.0,KALIMUTHU. V,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
135,Karur,Karur,GEN,6.0,GUNASEKARAN. K,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
135,Karur,Karur,GEN,7.0,MATHIYALAGAN V.P,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
135,Karur,Karur,GEN,8.0,RAMACHANDRAN. A,Ganasangam Party of India,GPI,-,Lady finger
135,Karur,Karur,GEN,9.0,ASARUDHEEN. A,Independent,IND,Independent,Harmonium
135,Karur,Karur,GEN,10.0,ARULMANIYARASU. P,Independent,IND,Independent,Diesel pump
135,Karur,Karur,GEN,11.0,ANBARASAN. N,Independent,IND,Independent,Jackfruit
135,Karur,Karur,GEN,12.0,ANBAZHAGAN. T,Independent,IND,Independent,Diamond
135,Karur,Karur,GEN,13.0,ELAMATHI. S,Independent,IND,Independent,Pen drive
135,Karur,Karur,GEN,14.0,KATHIRAVAN. P,Independent,IND,Independent,Table
135,Karur,Karur,GEN,15.0,KATHIRVEL. K,Independent,IND,Independent,Bench
135,Karur,Karur,GEN,16.0,KANDASAMY. P,Independent,IND,Independent,Door bell
135,Karur,Karur,GEN,17.0,KARUNAMOORTHY. S,Independent,IND,Independent,Tennis racket & ball
135,Karur,Karur,GEN,18.0,KALAIRAJ. K,Independent,IND,Independent,Water melon
135,Karur,Karur,GEN,19.0,KANAGARAJ. S,Independent,IND,Independent,Tiller
135,Karur,Karur,GEN,20.0,KANAGARAJ. P,Independent,IND,Independent,Pen stand
135,Karur,Karur,GEN,21.0,KARTHIKPERUMAL. R,Independent,IND,Independent,Letter box
135,Karur,Karur,GEN,22.0,KALIMUTHU. R,Independent,IND,Independent,Hand cart
135,Karur,Karur,GEN,23.0,KRISHNAKUMAR. K,Independent,IND,Independent,Computer
135,Karur,Karur,GEN,24.0,GOPALA KRISHNAN. A,Independent,IND,Independent,Pestle and mortar
135,Karur,Karur,GEN,25.0,SATHISH KUMAR. S,Independent,IND,Independent,Gramophone
135,Karur,Karur,GEN,26.0,SATHISH. P,Independent,IND,Independent,Ring
135,Karur,Karur,GEN,27.0,SAMPATH. S,Independent,IND,Independent,CCTV Camera
135,Karur,Karur,GEN,28.0,SARAVANAN. R,Independent,IND,Independent,Gas Stove
135,Karur,Karur,GEN,29.0,SIVAKUMAR. A,Independent,IND,Independent,Matchbox
135,Karur,Karur,GEN,30.0,SIVAKUMAR. N,Independent,IND,Independent,Laptop
135,Karur,Karur,GEN,31.0,SIVAKUMAR. V,Independent,IND,Independent,Chess board
135,Karur,Karur,GEN,32.0,SEETHA LAKSHMI. D,Independent,IND,Independent,T.V. Remote
135,Karur,Karur,GEN,33.0,SUBASH MALAYALAM. T,Independent,IND,Independent,Rubber stamp
135,Karur,Karur,GEN,34.0,SURIYAKUMAR. J,Independent,IND,Independent,Funnel
135,Karur,Karur,GEN,35.0,SENBAGAKUMAR. L,Independent,IND,Independent,Grapes
135,Karur,Karur,GEN,36.0,SENTHILKUMAR. G,Independent,IND,Independent,Bat
135,Karur,Karur,GEN,37.0,SENTHILKUMAR. M,Independent,IND,Independent,Chakki
135,Karur,Karur,GEN,38.0,SOUNDARA RAJAN. R,Independent,IND,Independent,Stool
135,Karur,Karur,GEN,39.0,SOUNDARYAN. K,Independent,IND,Independent,Black board
135,Karur,Karur,GEN,40.0,DANIYA. P,Independent,IND,Independent,Gas cylinder
135,Karur,Karur,GEN,41.0,THANGAVELRAJ. S,Independent,IND,Independent,Chimney
135,Karur,Karur,GEN,42.0,THAMILAGAN. A,Independent,IND,Independent,Immersion rod
135,Karur,Karur,GEN,43.0,THIYAGARAJAN. M,Independent,IND,Independent,Lighter
135,Karur,Karur,GEN,44.0,THIRUGNANAM. M,Independent,IND,Independent,Nail cutter
135,Karur,Karur,GEN,45.0,DINESH. B,Independent,IND,Independent,Bangles
135,Karur,Karur,GEN,46.0,DINESH KUMAR. K,Independent,IND,Independent,Coat
135,Karur,Karur,GEN,47.0,DURAISAMY. J,Independent,IND,Independent,Chain
135,Karur,Karur,GEN,48.0,DEVASTIN AUGUSTIN. G,Independent,IND,Independent,Tooth paste
135,Karur,Karur,GEN,49.0,NANDHAKUMAR. A,Independent,IND,Independent,Brief case
135,Karur,Karur,GEN,50.0,PARAMESWARI,Independent,IND,Independent,Coconut farm
135,Karur,Karur,GEN,51.0,PALAMUTHIR SELVAN. O,Independent,IND,Independent,Ship
135,Karur,Karur,GEN,52.0,PALANIRAJAN. K,Independent,IND,Independent,Refrigerator
135,Karur,Karur,GEN,53.0,PALANIVEL. P,Independent,IND,Independent,Pressure cooker
135,Karur,Karur,GEN,54.0,BABU. G,Independent,IND,Independent,Pen nib with seven rays
135,Karur,Karur,GEN,55.0,BHARATHI. P,Independent,IND,Independent,Balloon
135,Karur,Karur,GEN,56.0,BASKAR. P,Independent,IND,Independent,Batsman
135,Karur,Karur,GEN,57.0,PRAKASH. N,Independent,IND,Independent,Noodles bowl
135,Karur,Karur,GEN,58.0,PRASANTH. S,Independent,IND,Independent,Television
135,Karur,Karur,GEN,59.0,PRAVEENKUMAR. J,Independent,IND,Independent,Peas
135,Karur,Karur,GEN,60.0,MANIKANDAN,Independent,IND,Independent,Capsicum
135,Karur,Karur,GEN,61.0,MATHANRAJ. P,Independent,IND,Independent,Ludo
135,Karur,Karur,GEN,62.0,MAILVAGANAN. B,Independent,IND,Independent,Sitar
135,Karur,Karur,GEN,63.0,MANOJ. P,Independent,IND,Independent,Football player
135,Karur,Karur,GEN,64.0,MARIAMMAL. P.M,Independent,IND,Independent,Box
135,Karur,Karur,GEN,65.0,MOHAMAD ISMAIL. M,Independent,IND,Independent,Mike
135,Karur,Karur,GEN,66.0,MUTHU. K.R,Independent,IND,Independent,Scissors
135,Karur,Karur,GEN,67.0,MURALI. M,Independent,IND,Independent,Computer mouse
135,Karur,Karur,GEN,68.0,YOONUS ALI. R,Independent,IND,Independent,Cake
135,Karur,Karur,GEN,69.0,RAGURAMAN MURUGANANTHAM,Independent,IND,Independent,Gift pack
135,Karur,Karur,GEN,70.0,RAJAPANDIAN. K,Independent,IND,Independent,Hour glass
135,Karur,Karur,GEN,71.0,VANITHA. K.M,Independent,IND,Independent,Flute
135,Karur,Karur,GEN,72.0,VIGNESHWARAN. D,Independent,IND,Independent,Calculator
135,Karur,Karur,GEN,73.0,VINEETH. B,Independent,IND,Independent,Drill machine
135,Karur,Karur,GEN,74.0,VINOTHKUMAR. N,Independent,IND,Independent,Dish antenna
135,Karur,Karur,GEN,75.0,VIJAYA BASKAR. R.V,Independent,IND,Independent,Brush
135,Karur,Karur,GEN,76.0,VIJAYAN. K,Independent,IND,Independent,Electric pole
135,Karur,Karur,GEN,77.0,STEPHENRAJ. L,Independent,IND,Independent,Helmet
135,Karur,Karur,GEN,78.0,HARI RAAJ. B,Independent,IND,Independent,Air conditioner
135,Karur,Karur,GEN,79.0,HARIHARAN. S,Independent,IND,Independent,Well
136,Krishnarayapuram,Karur,SC,1.0,GOMATHI. M,Bahujan Samaj Party,BSP,Solo,Elephant
136,Krishnarayapuram,Karur,SC,2.0,SATHIYA. V,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
136,Krishnarayapuram,Karur,SC,3.0,DR. DHIVYA. S,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
136,Krishnarayapuram,Karur,SC,4.0,RAJA. C.K,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
136,Krishnarayapuram,Karur,SC,5.0,SATHYA. M,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
136,Krishnarayapuram,Karur,SC,6.0,SARAVANAN. V,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
136,Krishnarayapuram,Karur,SC,7.0,SOUNDRAPANDIAN. S,Ganasangam Party of India,GPI,-,Lady finger
136,Krishnarayapuram,Karur,SC,8.0,BALSAMY. B,Naadaalum Makkal Katchi,NMK,-,Pen nib with seven rays
136,Krishnarayapuram,Karur,SC,9.0,RAJAGURU. M,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
136,Krishnarayapuram,Karur,SC,10.0,INDRAGANDHI. P,Independent,IND,Independent,Jackfruit
136,Krishnarayapuram,Karur,SC,11.0,GANESAN. P,Independent,IND,Independent,Computer
136,Krishnarayapuram,Karur,SC,12.0,SAKTHIVEL. A,Independent,IND,Independent,Television
136,Krishnarayapuram,Karur,SC,13.0,SASIKUMAR. M,Independent,IND,Independent,Coconut farm
136,Krishnarayapuram,Karur,SC,14.0,SENTHIL. P.M.,Independent,IND,Independent,Bat
136,Krishnarayapuram,Karur,SC,15.0,CHELLADURAI. M,Independent,IND,Independent,Pressure cooker
136,Krishnarayapuram,Karur,SC,16.0,SELVAKUMAR. S,Independent,IND,Independent,Matchbox
136,Krishnarayapuram,Karur,SC,17.0,DINESH KUMAR. A,Independent,IND,Independent,Ring
136,Krishnarayapuram,Karur,SC,18.0,DINESH KUMAR. N,Independent,IND,Independent,Laptop
136,Krishnarayapuram,Karur,SC,19.0,NAVEENTH. M,Independent,IND,Independent,Chess board
136,Krishnarayapuram,Karur,SC,20.0,PARAMESWARAN. M,Independent,IND,Independent,Electric pole
136,Krishnarayapuram,Karur,SC,21.0,PRAGANTH. D,Independent,IND,Independent,Cauliflower
136,Krishnarayapuram,Karur,SC,22.0,BABY. P,Independent,IND,Independent,Bench
136,Krishnarayapuram,Karur,SC,23.0,PORSELVAN. B.S,Independent,IND,Independent,Gift pack
136,Krishnarayapuram,Karur,SC,24.0,MAHAMUNI. A,Independent,IND,Independent,Biscuit
136,Krishnarayapuram,Karur,SC,25.0,MANICKAVEL. R,Independent,IND,Independent,Diamond
136,Krishnarayapuram,Karur,SC,26.0,MURUGAN. S,Independent,IND,Independent,Battery Torch
136,Krishnarayapuram,Karur,SC,27.0,MURUGANANDHAM. R.K,Independent,IND,Independent,Harmonium
136,Krishnarayapuram,Karur,SC,28.0,VIMALRAJ. S,Independent,IND,Independent,Telephone
137,KULITHALAI,Karur,GEN,1.0,S.KARUNAKARAN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
137,KULITHALAI,Karur,GEN,2.0,SURIYANURA CHANDRAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
137,KULITHALAI,Karur,GEN,3.0,SELVA.NANMAARAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
137,KULITHALAI,Karur,GEN,4.0,BALASUBRAMANI G,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
137,KULITHALAI,Karur,GEN,5.0,P.MURUGAN,Ganasangam Party of India,GPI,-,Lady finger
137,KULITHALAI,Karur,GEN,6.0,M.ARUNKUMAR,Independent,IND,Independent,Bread
137,KULITHALAI,Karur,GEN,7.0,R.ARUNKUMAR,Independent,IND,Independent,Bucket
137,KULITHALAI,Karur,GEN,8.0,S.IMRANKHAN,Independent,IND,Independent,Belt
137,KULITHALAI,Karur,GEN,9.0,O.KATHALINGAM,Independent,IND,Independent,Camera
137,KULITHALAI,Karur,GEN,10.0,M.GAYATHIRI,Independent,IND,Independent,Brief case
137,KULITHALAI,Karur,GEN,11.0,B.KAJAA MOHIDEEN,Independent,IND,Independent,Bangles
137,KULITHALAI,Karur,GEN,12.0,CHANDRASEKAR P,Independent,IND,Independent,Gas cylinder
137,KULITHALAI,Karur,GEN,13.0,J.SANTHOSH KUMAR,Independent,IND,Independent,Black board
137,KULITHALAI,Karur,GEN,14.0,B.SAMPATHKUMAR,Independent,IND,Independent,Bead necklace
137,KULITHALAI,Karur,GEN,15.0,D.SARAVANAN,Independent,IND,Independent,Baby walker
137,KULITHALAI,Karur,GEN,16.0,V.CHINNASAMY,Independent,IND,Independent,Box
137,KULITHALAI,Karur,GEN,17.0,S.SENTHIL KUMAR,Independent,IND,Independent,Batsman
137,KULITHALAI,Karur,GEN,18.0,P.SELVAKUMAR,Independent,IND,Independent,Almirah
137,KULITHALAI,Karur,GEN,19.0,T.SELVARAJ,Independent,IND,Independent,Helmet
137,KULITHALAI,Karur,GEN,20.0,K.SHEIK ANWARDEEN,Independent,IND,Independent,Boat with man and sail
137,KULITHALAI,Karur,GEN,21.0,M.TAMILSELVAN,Independent,IND,Independent,Biscuit
137,KULITHALAI,Karur,GEN,22.0,J.PRATHAP,Independent,IND,Independent,Bench
137,KULITHALAI,Karur,GEN,23.0,M.MAYILVAGANAN,Independent,IND,Independent,Cake
137,KULITHALAI,Karur,GEN,24.0,J.MADHAVAN,Independent,IND,Independent,Air conditioner
137,KULITHALAI,Karur,GEN,25.0,T.MURUGANTHAM,Independent,IND,Independent,Television
137,KULITHALAI,Karur,GEN,26.0,N.RAMAKRISHNAN,Independent,IND,Independent,Bat
137,KULITHALAI,Karur,GEN,27.0,M.VADIVELAN,Independent,IND,Independent,Brush
137,KULITHALAI,Karur,GEN,28.0,K.VEERAMALAI,Independent,IND,Independent,Bicycle pump
137,KULITHALAI,Karur,GEN,29.0,K.HAKKIM,Independent,IND,Independent,Balloon
138,MANAPPARAI,Tiruchirappalli,GEN,1.0,P. ABDUL SAMED,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
138,MANAPPARAI,Tiruchirappalli,GEN,2.0,M. ARUNAGIRI,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
138,MANAPPARAI,Tiruchirappalli,GEN,3.0,DR. PL. VIJAYAKUMAR,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
138,MANAPPARAI,Tiruchirappalli,GEN,4.0,AROCKIARAJ .A,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
138,MANAPPARAI,Tiruchirappalli,GEN,5.0,R. KATHIRAVAN,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
138,MANAPPARAI,Tiruchirappalli,GEN,6.0,P. MEENA,Puthiya Tamilagam,PT,-,Gas cylinder
138,MANAPPARAI,Tiruchirappalli,GEN,7.0,RAJAVARMAN .R,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
138,MANAPPARAI,Tiruchirappalli,GEN,8.0,A. RAMAN,Independent,IND,Independent,Water melon
138,MANAPPARAI,Tiruchirappalli,GEN,9.0,KATHIRAVAN .M,Independent,IND,Independent,Ship
138,MANAPPARAI,Tiruchirappalli,GEN,10.0,M. KARUPPAN,Independent,IND,Independent,Diamond
138,MANAPPARAI,Tiruchirappalli,GEN,11.0,KUTTAIAN,Independent,IND,Independent,Bucket
138,MANAPPARAI,Tiruchirappalli,GEN,12.0,SARPHUDIN,Independent,IND,Independent,Television
138,MANAPPARAI,Tiruchirappalli,GEN,13.0,P. CHINNAN,Independent,IND,Independent,Cake
138,MANAPPARAI,Tiruchirappalli,GEN,14.0,A. SENTHIL KUMAR,Independent,IND,Independent,Gift pack
138,MANAPPARAI,Tiruchirappalli,GEN,15.0,PERIYAKKA,Independent,IND,Independent,Matchbox
138,MANAPPARAI,Tiruchirappalli,GEN,16.0,RAJESH .M,Independent,IND,Independent,Tennis racket & ball
138,MANAPPARAI,Tiruchirappalli,GEN,17.0,P. VIJAYAKUMAR,Independent,IND,Independent,Balloon
138,MANAPPARAI,Tiruchirappalli,GEN,18.0,M. VIJAYA KUMAR,Independent,IND,Independent,Scissors
139,SRIRANGAM,Tiruchirappalli,GEN,1.0,ALLIMUTHU.M,Bahujan Samaj Party,BSP,Solo,Elephant
139,SRIRANGAM,Tiruchirappalli,GEN,2.0,DHARMARAJ. M,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
139,SRIRANGAM,Tiruchirappalli,GEN,3.0,S. DURAIRAJ,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
139,SRIRANGAM,Tiruchirappalli,GEN,4.0,R.MANOHARAN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
139,SRIRANGAM,Tiruchirappalli,GEN,5.0,KAMARAJ.K,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
139,SRIRANGAM,Tiruchirappalli,GEN,6.0,KUMAR. P,Akila Inthiya Makkal Marumalarchi Kazhakam,AIMMK,-,Bicycle pump
139,SRIRANGAM,Tiruchirappalli,GEN,7.0,K. SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,AMMK,NDA,Jackfruit
139,SRIRANGAM,Tiruchirappalli,GEN,8.0,NEWTON.A,Puthiya Tamilagam,PT,-,Gas cylinder
139,SRIRANGAM,Tiruchirappalli,GEN,9.0,MURALI .N,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
139,SRIRANGAM,Tiruchirappalli,GEN,10.0,RAMESH,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
139,SRIRANGAM,Tiruchirappalli,GEN,11.0,VIJAY .A,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
139,SRIRANGAM,Tiruchirappalli,GEN,12.0,ANBARASAN.M,Independent,IND,Independent,CCTV Camera
139,SRIRANGAM,Tiruchirappalli,GEN,13.0,KARTHICK.S,Independent,IND,Independent,Gas Stove
139,SRIRANGAM,Tiruchirappalli,GEN,14.0,KRISHNAKUMAR.A,Independent,IND,Independent,Batsman
139,SRIRANGAM,Tiruchirappalli,GEN,15.0,SHASHI KIRAN .K .N,Independent,IND,Independent,Diamond
139,SRIRANGAM,Tiruchirappalli,GEN,16.0,S. DURAIRAJ,Independent,IND,Independent,Cauliflower
139,SRIRANGAM,Tiruchirappalli,GEN,17.0,PARAMASIVAM,Independent,IND,Independent,Box
139,SRIRANGAM,Tiruchirappalli,GEN,18.0,MOHAMED MUSTHAFA. M,Independent,IND,Independent,Pen stand
139,SRIRANGAM,Tiruchirappalli,GEN,19.0,MUTHUKUMAR.P,Independent,IND,Independent,Air conditioner
139,SRIRANGAM,Tiruchirappalli,GEN,20.0,RAMESH.R,Independent,IND,Independent,Clip
139,SRIRANGAM,Tiruchirappalli,GEN,21.0,RAVICHANDIRAN.N,Independent,IND,Independent,Belt
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,1.0,CHINNAIYAN POOSARI,Bahujan Samaj Party,BSP,Solo,Elephant
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,2.0,K.N.NEHRU,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,3.0,K.BHUVANESWARI,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,4.0,M.RAJASEKARAN,Amma Makkal Munnetra Kazagam,AMMK,NDA,Pressure cooker
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,5.0,R.PRABU,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,6.0,G.RAMAMOORTHI,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,7.0,A.VEERAMANI,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,8.0,M.KALAIMANI,Independent,IND,Independent,Matchbox
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,9.0,M.CHANDRASEKARAN,Independent,IND,Independent,Flute
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,10.0,SAMPATH,Independent,IND,Independent,Battery Torch
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,11.0,SUNDARAPANDIYARAJA,Independent,IND,Independent,Gas cylinder
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,12.0,P.RAJENDRAN,Independent,IND,Independent,Coconut farm
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,13.0,A.VASUDEVAN,Independent,IND,Independent,Almirah
140,TIRUCHIRAPPALLI (WEST),Tiruchirappalli,GEN,14.0,JEEVANANTHAM.M,Independent,IND,Independent,Diamond
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,1.0,R. ELANGOVAN,Bahujan Samaj Party,BSP,Solo,Elephant
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,2.0,S. INIGO IRUDAYARAJ,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,3.0,DR.KRISHNASAMY .V,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,4.0,G. RAJASEKARAN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,5.0,ANAND SELVARAJ,National Maha Sabha Party,NMSP,-,Ship
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,6.0,N. GOBINATH,Puthiya Tamilagam,PT,-,Gas cylinder
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,7.0,SUKUMAR .S,Thamizhaka Padaippalar Makkal Katchi,TPMK,-,Drill machine
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,8.0,C. NANDA KUMAR,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,9.0,R. MUTHUKUMAR,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,10.0,ROYAL RAJA,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,11.0,VIJAY .K,All India Jananayaka Makkal Kazhagam,AIJMK,-,Trumpet
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,12.0,VIJAIA MOHANAAJI .MA,Vidial Valarchi Perani,VVP,-,Chappals
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,13.0,C. JOSEPH VIJAY,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,14.0,T. GANGAI ULAGANATHAN,Independent,IND,Independent,Ring
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,15.0,KANNAN .S,Independent,IND,Independent,Mike
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,16.0,P. CHARLES SAGAYARAJ,Independent,IND,Independent,Plate stand
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,17.0,G. SEBASTIAN ANAND,Independent,IND,Independent,Diamond
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,18.0,S. PANNEER SELVAM,Independent,IND,Independent,Scissors
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,19.0,J. ROBERT CHRISTY,Independent,IND,Independent,Matchbox
141,TIRUCHIRAPPALLI (EAST),Tiruchirappalli,GEN,20.0,P. RAJENDRAN,Independent,IND,Independent,Bat
142,THIRUVERUMBUR,Tiruchirappalli,GEN,1.0,ANBIL MAHESH POYYAMOZHI,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
142,THIRUVERUMBUR,Tiruchirappalli,GEN,2.0,KUMAR. P,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
142,THIRUVERUMBUR,Tiruchirappalli,GEN,3.0,RAJESH. T,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
142,THIRUVERUMBUR,Tiruchirappalli,GEN,4.0,VISITHRA. S,Bahujan Samaj Party,BSP,Solo,Elephant
142,THIRUVERUMBUR,Tiruchirappalli,GEN,5.0,KUMARAVEL. T,Thamizhaka Padaippalar Makkal Katchi,TPMK,-,Drill machine
142,THIRUVERUMBUR,Tiruchirappalli,GEN,6.0,PITCHAIMUTHU. A,Puthiya Tamilagam,PT,-,Gas cylinder
142,THIRUVERUMBUR,Tiruchirappalli,GEN,7.0,RANJITH. S,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
142,THIRUVERUMBUR,Tiruchirappalli,GEN,8.0,VIJAYAKUMAR (A) NAVALPATTU S. V.M,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
142,THIRUVERUMBUR,Tiruchirappalli,GEN,9.0,JOSEPH. L,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
142,THIRUVERUMBUR,Tiruchirappalli,GEN,10.0,YESURAJ. I,Independent,IND,Independent,Bucket
142,THIRUVERUMBUR,Tiruchirappalli,GEN,11.0,KUMAR. K,Independent,IND,Independent,Box
142,THIRUVERUMBUR,Tiruchirappalli,GEN,12.0,KUMAR. P,Independent,IND,Independent,Air conditioner
142,THIRUVERUMBUR,Tiruchirappalli,GEN,13.0,CHARLES. S,Independent,IND,Independent,Gramophone
142,THIRUVERUMBUR,Tiruchirappalli,GEN,14.0,SUBBULAKSHMI. R,Independent,IND,Independent,Battery Torch
142,THIRUVERUMBUR,Tiruchirappalli,GEN,15.0,DEEPAK. P,Independent,IND,Independent,Throwing a javelin
142,THIRUVERUMBUR,Tiruchirappalli,GEN,16.0,POULOSH. D,Independent,IND,Independent,Ship
142,THIRUVERUMBUR,Tiruchirappalli,GEN,17.0,MURUGANANTHAM. G,Independent,IND,Independent,Scissors
142,THIRUVERUMBUR,Tiruchirappalli,GEN,18.0,DR. MOHANA CHELVAN. P,Independent,IND,Independent,Telephone
142,THIRUVERUMBUR,Tiruchirappalli,GEN,19.0,RAMACHANDRAN. V,Independent,IND,Independent,Matchbox
142,THIRUVERUMBUR,Tiruchirappalli,GEN,20.0,VINCENTRAJ. A,Independent,IND,Independent,Table
142,THIRUVERUMBUR,Tiruchirappalli,GEN,21.0,VIJAYAKUMAR. C,Independent,IND,Independent,Bricks
142,THIRUVERUMBUR,Tiruchirappalli,GEN,22.0,VIJAYAKUMAR. N,Independent,IND,Independent,Road roller
142,THIRUVERUMBUR,Tiruchirappalli,GEN,23.0,VETRIVEL KANNA. P,Independent,IND,Independent,Diamond
142,THIRUVERUMBUR,Tiruchirappalli,GEN,24.0,JAYACHANDRAN. P,Independent,IND,Independent,Room cooler
142,THIRUVERUMBUR,Tiruchirappalli,GEN,25.0,SHAJAGAN. A,Independent,IND,Independent,Computer mouse
142,THIRUVERUMBUR,Tiruchirappalli,GEN,26.0,HABEEB RAHAMAN. H,Independent,IND,Independent,Dish antenna
143,LALGUDI,Tiruchirappalli,GEN,1.0,T. SOUNDRAPANDIAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
143,LALGUDI,Tiruchirappalli,GEN,2.0,PRATHEEBA,Bahujan Samaj Party,BSP,Solo,Elephant
143,LALGUDI,Tiruchirappalli,GEN,3.0,N. MADHAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
143,LALGUDI,Tiruchirappalli,GEN,4.0,LEEMAROSE MARTIN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
143,LALGUDI,Tiruchirappalli,GEN,5.0,K. IMMACULATE MARY,Samaniya Makkal Nala Katchi,SMNK,-,Air conditioner
