AC_No,AC_Name,District,Reserved,Sl_No,Candidate_Name,Party_Full,Party_Short,Alliance,Symbol
64,Kilpennathur,Tiruvannamalai,GEN,13,SAMPATHRAJ M,Independent,IND,Independent,Capsicum
64,Kilpennathur,Tiruvannamalai,GEN,14,SURYAPRAKASH S,Independent,IND,Independent,Tennis racket & ball
64,Kilpennathur,Tiruvannamalai,GEN,15,DHILIPKUMAR D,Independent,IND,Independent,Scissors
64,Kilpennathur,Tiruvannamalai,GEN,16,PICHANDI D,Independent,IND,Independent,Bread
64,Kilpennathur,Tiruvannamalai,GEN,17,PICHANDI R,Independent,IND,Independent,Carrom board
64,Kilpennathur,Tiruvannamalai,GEN,18,PICHANDI V,Independent,IND,Independent,Tiller
64,Kilpennathur,Tiruvannamalai,GEN,19,MURUGAN M,Independent,IND,Independent,T.V. Remote
64,Kilpennathur,Tiruvannamalai,GEN,20,RAMACHANDRAN K,Independent,IND,Independent,Gas stove
64,Kilpennathur,Tiruvannamalai,GEN,21,RAMACHANDRAN R,Independent,IND,Independent,Cake
64,Kilpennathur,Tiruvannamalai,GEN,22,RAJASEKAR I,Independent,IND,Independent,Road roller
64,Kilpennathur,Tiruvannamalai,GEN,23,RAJKUMAR R,Independent,IND,Independent,Diamond
65,Kalasapakkam,Tiruvannamalai,GEN,1,AGRI KRISHNAMURTHY S S,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
65,Kalasapakkam,Tiruvannamalai,GEN,2,SARAVANAN P S T,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
65,Kalasapakkam,Tiruvannamalai,GEN,3,SEETHA SIVANANDAM P,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
65,Kalasapakkam,Tiruvannamalai,GEN,4,ELUMALAI P,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
65,Kalasapakkam,Tiruvannamalai,GEN,5,SATHYA V,Naadaalum Makkal Katchi,NMK,-,Pen nib with seven rays
65,Kalasapakkam,Tiruvannamalai,GEN,6,SARAVANAN V,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
65,Kalasapakkam,Tiruvannamalai,GEN,7,SUMAN M,Anaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
65,Kalasapakkam,Tiruvannamalai,GEN,8,ELUMALAI S,Independent,IND,Independent,Electric pole
65,Kalasapakkam,Tiruvannamalai,GEN,9,ELUMALAI T,Independent,IND,Independent,Bucket
65,Kalasapakkam,Tiruvannamalai,GEN,10,KAMARAJ G,Independent,IND,Independent,Pressure cooker
65,Kalasapakkam,Tiruvannamalai,GEN,11,KRISHNAMURTHY S,Independent,IND,Independent,Noodles bowl
65,Kalasapakkam,Tiruvannamalai,GEN,12,KRISHNAMURTHY M,Independent,IND,Independent,Peanuts
65,Kalasapakkam,Tiruvannamalai,GEN,13,KRISHNAMURTHY R,Independent,IND,Independent,Peas
65,Kalasapakkam,Tiruvannamalai,GEN,14,KOTHANDAPANI B,Independent,IND,Independent,Scissors
65,Kalasapakkam,Tiruvannamalai,GEN,15,SARAVANAN K,Independent,IND,Independent,Air conditioner
65,Kalasapakkam,Tiruvannamalai,GEN,16,SANTHAKUMARAN A,Independent,IND,Independent,Cot
65,Kalasapakkam,Tiruvannamalai,GEN,17,DEIVEEGAN P,Independent,IND,Independent,Almirah
65,Kalasapakkam,Tiruvannamalai,GEN,18,BALAJI P,Independent,IND,Independent,Water tank
65,Kalasapakkam,Tiruvannamalai,GEN,19,BASKARAN R,Independent,IND,Independent,Well
65,Kalasapakkam,Tiruvannamalai,GEN,20,MANIKANDAN K,Independent,IND,Independent,Jackfruit
65,Kalasapakkam,Tiruvannamalai,GEN,21,RAJA N,Independent,IND,Independent,Lady finger
66,Polur,Tiruvannamalai,GEN,1,UMADEVI A,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
66,Polur,Tiruvannamalai,GEN,2,SARAVANAN P,Desiya Murpokku Dravida Kazhagam,DMDK,INDIA/SPA,Nagara
66,Polur,Tiruvannamalai,GEN,3,ABISHEK R,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
66,Polur,Tiruvannamalai,GEN,4,SHANMUGAVELU A,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
66,Polur,Tiruvannamalai,GEN,5,SYED MUKRAM R N,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
66,Polur,Tiruvannamalai,GEN,6,DHAYAMANI P,Anti Corruption Dynamic Party,ACDP,-,Jackfruit
66,Polur,Tiruvannamalai,GEN,7,BANUPRIYA D,Republican Party of India (Athawale),RPI(A),-,Ganna kisan
66,Polur,Tiruvannamalai,GEN,8,BASKARAN C R,Pattali Makkal Katchi,PMK,NDA,Mango
66,Polur,Tiruvannamalai,GEN,9,MANIKANDAN R,Anaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
66,Polur,Tiruvannamalai,GEN,10,EZHILARASU M M A LLM,Independent,IND,Independent,Scissors
66,Polur,Tiruvannamalai,GEN,11,SARAVANAN P,Independent,IND,Independent,Noodles bowl
66,Polur,Tiruvannamalai,GEN,12,SARAVANAN M,Independent,IND,Independent,Pan
66,Polur,Tiruvannamalai,GEN,13,SUBHA A,Independent,IND,Independent,Diamond
66,Polur,Tiruvannamalai,GEN,14,BASKARAN C,Independent,IND,Independent,Water melon
66,Polur,Tiruvannamalai,GEN,15,PURUSHOTHAMAN M,Independent,IND,Independent,Television
67,Arani,Tiruvannamalai,GEN,1,DHAYAMANI R,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
67,Arani,Tiruvannamalai,GEN,2,MAHALAKSHMI GOVARTHANAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
67,Arani,Tiruvannamalai,GEN,3,JAYASUDHA L,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
67,Arani,Tiruvannamalai,GEN,4,GANAPATHY S,Thamizhaga Padaippalar Makkal Katchi,TPMK,-,Drill machine
67,Arani,Tiruvannamalai,GEN,5,KALAIMANI V,Anaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
67,Arani,Tiruvannamalai,GEN,6,SURESH S,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
67,Arani,Tiruvannamalai,GEN,7,SELVAKOTTI E,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
67,Arani,Tiruvannamalai,GEN,8,TAMILMANNAN D,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
67,Arani,Tiruvannamalai,GEN,9,VENKATESHKUMAR D,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
67,Arani,Tiruvannamalai,GEN,10,AMMU V,Independent,IND,Independent,Scissors
67,Arani,Tiruvannamalai,GEN,11,EKAMBARAM V,Independent,IND,Independent,CCTV Camera
67,Arani,Tiruvannamalai,GEN,12,SAKTHIVEL S,Independent,IND,Independent,Petrol pump
67,Arani,Tiruvannamalai,GEN,13,SARAVANAN S,Independent,IND,Independent,Star
67,Arani,Tiruvannamalai,GEN,14,SILAMBARASAN C,Independent,IND,Independent,Electric pole
67,Arani,Tiruvannamalai,GEN,15,SUDHA S,Independent,IND,Independent,Pressure cooker
67,Arani,Tiruvannamalai,GEN,16,SETHURAMA SASTHIRI G,Independent,IND,Independent,Bucket
67,Arani,Tiruvannamalai,GEN,17,DHAMOTHARAN M,Independent,IND,Independent,Peas
67,Arani,Tiruvannamalai,GEN,18,BASKARAN S,Independent,IND,Independent,Envelope
67,Arani,Tiruvannamalai,GEN,19,MAHALAKSHMI G,Independent,IND,Independent,Battery Torch
67,Arani,Tiruvannamalai,GEN,20,MAHALAKSHMI G,Independent,IND,Independent,Capsicum
67,Arani,Tiruvannamalai,GEN,21,VINOTH A,Independent,IND,Independent,Grapes
67,Arani,Tiruvannamalai,GEN,22,VENKATESAN P,Independent,IND,Independent,Frying pan
67,Arani,Tiruvannamalai,GEN,23,JAYANTHI E,Independent,IND,Independent,Tiller
67,Arani,Tiruvannamalai,GEN,24,JAYANTHI M,Independent,IND,Independent,Lady finger
68,Cheyyar,Tiruvannamalai,GEN,1,TAMILSELVAN M,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
68,Cheyyar,Tiruvannamalai,GEN,2,MUKKUR N. SUBRAMANIAN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
68,Cheyyar,Tiruvannamalai,GEN,3,JOTHI O,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
68,Cheyyar,Tiruvannamalai,GEN,4,KUTTIMANI S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
68,Cheyyar,Tiruvannamalai,GEN,5,CHANDRASEKARAN M,All India Jananayaka Makkal Kazhagam,AIJMK,-,Mixee
68,Cheyyar,Tiruvannamalai,GEN,6,SRINIVASAN K,Anaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
68,Cheyyar,Tiruvannamalai,GEN,7,DURUGAN M,Vanchit Bahujan Aghadi,VBA,-,Diamond
68,Cheyyar,Tiruvannamalai,GEN,8,DUSIK MOHAN,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
68,Cheyyar,Tiruvannamalai,GEN,9,PALANI M,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
68,Cheyyar,Tiruvannamalai,GEN,10,RAGUPATHI S,Anti Corruption Dynamic Party,ACDP,-,Water melon
68,Cheyyar,Tiruvannamalai,GEN,11,VENKATESAN V,Anaithindia Samudaya Munnetra Kazhagam,ASMK,-,Tooth brush
68,Cheyyar,Tiruvannamalai,GEN,12,ARJUNAN M,Independent,IND,Independent,Scissors
68,Cheyyar,Tiruvannamalai,GEN,13,MOHAN R,Independent,IND,Independent,Carrom board
69,Vandavasi,Tiruvannamalai,SC,1,AMBETHKUMAR S,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
69,Vandavasi,Tiruvannamalai,SC,2,GANESH R,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
69,Vandavasi,Tiruvannamalai,SC,3,RANI P,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
69,Vandavasi,Tiruvannamalai,SC,4,UDHAYAKUMAR M,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
69,Vandavasi,Tiruvannamalai,SC,5,THAMARAI SELVI S,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
69,Vandavasi,Tiruvannamalai,SC,6,MUTHUSELVAM V,Anti Corruption Dynamic Party,ACDP,-,Tiller
69,Vandavasi,Tiruvannamalai,SC,7,MUTHUPERUMAL K,Anaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
69,Vandavasi,Tiruvannamalai,SC,8,RAKESH SHARMA R,Thakkam Katchi,TK,-,Matchbox
69,Vandavasi,Tiruvannamalai,SC,9,AMBEDKAR T,Independent,IND,Independent,Carrom board
69,Vandavasi,Tiruvannamalai,SC,10,ARJUNAN M,Independent,IND,Independent,Scissors
69,Vandavasi,Tiruvannamalai,SC,11,UDHAYAKUMAR N,Independent,IND,Independent,Tooth brush
69,Vandavasi,Tiruvannamalai,SC,12,KANNIYAPPAN S,Independent,IND,Independent,Saw
69,Vandavasi,Tiruvannamalai,SC,13,PONNAMBALAM P,Independent,IND,Independent,Gas stove
69,Vandavasi,Tiruvannamalai,SC,14,RANI A,Independent,IND,Independent,Peas
69,Vandavasi,Tiruvannamalai,SC,15,JAISANKAR M,Independent,IND,Independent,Pressure cooker
70,Gingee,Viluppuram,GEN,1,ADVOCATE KRISHNAN E,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
70,Gingee,Viluppuram,GEN,2,GINGEE MASTHAN K S,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
70,Gingee,Viluppuram,GEN,3,RANGARAJAN E,Bahujan Samaj Party,BSP,Solo,Elephant
70,Gingee,Viluppuram,GEN,4,RASANAYAGAM N,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
70,Gingee,Viluppuram,GEN,5,GANESH KUMAR A,Pattali Makkal Katchi,PMK,NDA,Mango
70,Gingee,Viluppuram,GEN,6,SAKTHIVEL A,Thakkam Katchi,TK,-,Matchbox
70,Gingee,Viluppuram,GEN,7,CHANDRASEKARAN B,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
70,Gingee,Viluppuram,GEN,8,THANIGAIMALAI R,Anti Corruption Dynamic Party,ACDP,-,Tiller
70,Gingee,Viluppuram,GEN,9,PERUMAL N,Anaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
70,Gingee,Viluppuram,GEN,10,MOHAMMAD SIDDIQ M H,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
70,Gingee,Viluppuram,GEN,11,GOKULRAJ S,Independent,IND,Independent,Grapes
70,Gingee,Viluppuram,GEN,12,DEVENDIRAN M,Independent,IND,Independent,Tyres
70,Gingee,Viluppuram,GEN,13,BANUKUMAR R,Independent,IND,Independent,Bucket
70,Gingee,Viluppuram,GEN,14,PRABAKARAN M,Independent,IND,Independent,Water melon
70,Gingee,Viluppuram,GEN,15,POYYATHAPPAN K,Independent,IND,Independent,Gramophone
70,Gingee,Viluppuram,GEN,16,MUNUSAMY A,Independent,IND,Independent,Television
70,Gingee,Viluppuram,GEN,17,MOHAN A,Independent,IND,Independent,Balloon
70,Gingee,Viluppuram,GEN,18,RAMESH R,Independent,IND,Independent,Ship
70,Gingee,Viluppuram,GEN,19,SRIDHAR G,Independent,IND,Independent,Capsicum
71,Mailam,Viluppuram,GEN,1,SHANMUGAM C V E,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
71,Mailam,Viluppuram,GEN,2,RANJITH KUMAR M,Bahujan Samaj Party,BSP,Solo,Elephant
71,Mailam,Viluppuram,GEN,3,VIDALVIKRAM S,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
71,Mailam,Viluppuram,GEN,4,VENKATESAN L,Desiya Murpokku Dravida Kazhagam,DMDK,INDIA/SPA,Nagara
71,Mailam,Viluppuram,GEN,5,AYYANAR N,Anti Corruption Dynamic Party,ACDP,-,Jackfruit
71,Mailam,Viluppuram,GEN,6,ANANDHABABU M,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
71,Mailam,Viluppuram,GEN,7,SURESH KUMAR S,India Kudiyarasu Katchi,IKK,-,Gas cylinder
71,Mailam,Viluppuram,GEN,8,SEKAR NAYAKAR I M,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
71,Mailam,Viluppuram,GEN,9,DIVYA P,Naam Indiar Party,NIP,-,Spanner
71,Mailam,Viluppuram,GEN,10,PURUSHOTHAMAN K,Desiya Makkal Sakthi Katchi,DMSK,-,Mike
71,Mailam,Viluppuram,GEN,11,MANAVALAN A,Amma MGR Dravida Makkal Kazhagam,AMGRDMK,-,Pan
71,Mailam,Viluppuram,GEN,12,VINOTH R,Thakkam Katchi,TK,-,Matchbox
71,Mailam,Viluppuram,GEN,13,VIJAY NIRANJAN A,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
71,Mailam,Viluppuram,GEN,14,KARUNANAN K,Independent,IND,Independent,Electric pole
71,Mailam,Viluppuram,GEN,15,KRISHNAMURTHY K,Independent,IND,Independent,Diamond
71,Mailam,Viluppuram,GEN,16,GOPI V S,Independent,IND,Independent,Bat
71,Mailam,Viluppuram,GEN,17,SIVA S,Independent,IND,Independent,Computer
71,Mailam,Viluppuram,GEN,18,SUNDAR C,Independent,IND,Independent,Pressure cooker
71,Mailam,Viluppuram,GEN,19,TAMIZHARASAN M,Independent,IND,Independent,Pen nib with seven rays
71,Mailam,Viluppuram,GEN,20,RANJITH A V,Independent,IND,Independent,Ship
71,Mailam,Viluppuram,GEN,21,VIJAYAGANTH K,Independent,IND,Independent,Grapes
72,Tindivanam,Viluppuram,SC,1,ARJUNAN P,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
72,Tindivanam,Viluppuram,SC,2,PACHIMUTHU P,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
72,Tindivanam,Viluppuram,SC,3,VANNIARASU,Viduthalai Chiruthaigal Katchi,VCK,INDIA/SPA,Pot
72,Tindivanam,Viluppuram,SC,4,VENKATACHALAPATHY A,Bahujan Samaj Party,BSP,Solo,Elephant
72,Tindivanam,Viluppuram,SC,5,SAKTHIVEL S,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
72,Tindivanam,Viluppuram,SC,6,MOHAN A,Makkal Sakthi Katchi,MSK,-,Bell
72,Tindivanam,Viluppuram,SC,7,RAMESHWARAN V,Thakkam Katchi,TK,-,Matchbox
72,Tindivanam,Viluppuram,SC,8,VANCHINATHAN C,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
72,Tindivanam,Viluppuram,SC,9,CHANDRAN A,Independent,IND,Independent,Ship
72,Tindivanam,Viluppuram,SC,10,DURAISALAN R,Independent,IND,Independent,Tiffin box
72,Tindivanam,Viluppuram,SC,11,DEIVAKUMAR E,Independent,IND,Independent,Kettle
72,Tindivanam,Viluppuram,SC,12,PONNUSAMY R,Independent,IND,Independent,Gas cylinder
72,Tindivanam,Viluppuram,SC,13,VINOTH S,Independent,IND,Independent,Bucket
72,Tindivanam,Viluppuram,SC,14,VISWANATHAN S A,Independent,IND,Independent,Diamond
73,Vanur,Viluppuram,SC,1,KARIKALAN B,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
73,Vanur,Viluppuram,SC,2,GOWTHAM D,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
73,Vanur,Viluppuram,SC,3,MURUGAN P,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
73,Vanur,Viluppuram,SC,4,VINAYAGAMOORTHY M,Bahujan Samaj Party,BSP,Solo,Elephant
73,Vanur,Viluppuram,SC,5,ANANDAKUMAR P M,Thakkam Katchi,TK,-,Matchbox
73,Vanur,Viluppuram,SC,6,SAKTHIVEL S,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
73,Vanur,Viluppuram,SC,7,SURESH P,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
73,Vanur,Viluppuram,SC,8,AYYANAR E,Independent,IND,Independent,Chappals
73,Vanur,Viluppuram,SC,9,SATHYARAMAN P,Independent,IND,Independent,Diamond
73,Vanur,Viluppuram,SC,10,SIVAKUMAR R,Independent,IND,Independent,Scissors
73,Vanur,Viluppuram,SC,11,SURESH C V,Independent,IND,Independent,Bead necklace
73,Vanur,Viluppuram,SC,12,THANGARASU N,Independent,IND,Independent,Ship
73,Vanur,Viluppuram,SC,13,MURALI M,Independent,IND,Independent,Electric pole
73,Vanur,Viluppuram,SC,14,RADHIKA S,Independent,IND,Independent,Balloon
73,Vanur,Viluppuram,SC,15,VETRIVEL G,Independent,IND,Independent,Sitar
74,Villupuram,Viluppuram,GEN,1,ABINAYA PONNIVALAVAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
74,Villupuram,Viluppuram,GEN,2,LAKSHMANAN R,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
74,Villupuram,Viluppuram,GEN,3,MURUGAN S,Bahujan Samaj Party,BSP,Solo,Elephant
74,Villupuram,Viluppuram,GEN,4,VIJAYASEKAR BABU,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
74,Villupuram,Viluppuram,GEN,5,KUMARAN R,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
74,Villupuram,Viluppuram,GEN,6,NAGARAJAN P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
74,Villupuram,Viluppuram,GEN,7,MOHANRAJ N,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
74,Villupuram,Viluppuram,GEN,8,AKBAR ALI P,Independent,IND,Independent,Electric pole
74,Villupuram,Viluppuram,GEN,9,ARUMUGAM M,Independent,IND,Independent,Pen nib with seven rays
74,Villupuram,Viluppuram,GEN,10,RAMAN K,Independent,IND,Independent,Balloon
74,Villupuram,Viluppuram,GEN,11,BALAMURUGAN N,Independent,IND,Independent,Coconut farm
74,Villupuram,Viluppuram,GEN,12,PRAVEEN KUMAR R,Independent,IND,Independent,Gas stove
74,Villupuram,Viluppuram,GEN,13,MOHAMED ALI M M,Independent,IND,Independent,Peas
74,Villupuram,Viluppuram,GEN,14,MOHAN C,Independent,IND,Independent,Cauliflower
74,Villupuram,Viluppuram,GEN,15,RAGHUL R,Independent,IND,Independent,Battery Torch
74,Villupuram,Viluppuram,GEN,16,FAYAZ K,Independent,IND,Independent,Air conditioner
74,Villupuram,Viluppuram,GEN,17,RAJKUMAR S,Independent,IND,Independent,Pressure cooker
74,Villupuram,Viluppuram,GEN,18,LAKSHMANAN R,Independent,IND,Independent,Cake
74,Villupuram,Viluppuram,GEN,19,LAKSHMANAN K,Independent,IND,Independent,Diamond
74,Villupuram,Viluppuram,GEN,20,LAKSHMANAN R,Independent,IND,Independent,Gas cylinder
74,Villupuram,Viluppuram,GEN,21,VIJAYA K,Independent,IND,Independent,Mike
74,Villupuram,Viluppuram,GEN,22,VIJAYA D,Independent,IND,Independent,Capsicum
74,Villupuram,Viluppuram,GEN,23,VIJAYA M,Independent,IND,Independent,Gramophone
74,Villupuram,Viluppuram,GEN,24,VIJAYA M,Independent,IND,Independent,Nail cutter
75,Vikravandi,Viluppuram,GEN,1,INBAHASAN G,Bahujan Samaj Party,BSP,Solo,Elephant
75,Vikravandi,Viluppuram,GEN,2,ANNIYUR SIVA @ SIVASHANMUGAM A,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
75,Vikravandi,Viluppuram,GEN,3,SUBHA CHANDRASEKARAN A,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
75,Vikravandi,Viluppuram,GEN,4,SIVAKUMAR C,Pattali Makkal Katchi,PMK,NDA,Mango
75,Vikravandi,Viluppuram,GEN,5,SETTU C,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
75,Vikravandi,Viluppuram,GEN,6,THAMIZHVENGAI K A,Desiya Makkal Sakthi Katchi,DMSK,-,Football player
75,Vikravandi,Viluppuram,GEN,7,BACKIYALAKSHMI C,Thakkam Katchi,TK,-,Matchbox
75,Vikravandi,Viluppuram,GEN,8,MOHAMMAD SIDDIQ M H,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
75,Vikravandi,Viluppuram,GEN,9,RAMACHANDRAN P,Anti Corruption Dynamic Party,ACDP,-,Capsicum
75,Vikravandi,Viluppuram,GEN,10,VIJAYA VADIVELA,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
75,Vikravandi,Viluppuram,GEN,11,STALIN D,Anaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
75,Vikravandi,Viluppuram,GEN,12,YESURIAH M,Independent,IND,Independent,Baby walker
75,Vikravandi,Viluppuram,GEN,13,GOKULRAJ B,Independent,IND,Independent,Balloon
75,Vikravandi,Viluppuram,GEN,14,SAKTHIVEL A,Independent,IND,Independent,Ship
75,Vikravandi,Viluppuram,GEN,15,SANMUGAM B,Independent,IND,Independent,Diamond
75,Vikravandi,Viluppuram,GEN,16,SHANMUGAM P,Independent,IND,Independent,Bead necklace
75,Vikravandi,Viluppuram,GEN,17,SHANMUGAM R,Independent,IND,Independent,Cauliflower
75,Vikravandi,Viluppuram,GEN,18,SIVAKUMAR S,Independent,IND,Independent,Kettle
75,Vikravandi,Viluppuram,GEN,19,SELVAKUMAR S,Independent,IND,Independent,Bucket
75,Vikravandi,Viluppuram,GEN,20,TAMILSELVAN D,Independent,IND,Independent,Grapes
75,Vikravandi,Viluppuram,GEN,21,PRABHAKARAN D,Independent,IND,Independent,Electric pole
75,Vikravandi,Viluppuram,GEN,22,MURUGAN C,Independent,IND,Independent,Road roller
75,Vikravandi,Viluppuram,GEN,23,RAMACHANDRAN A,Independent,IND,Independent,Chappals
75,Vikravandi,Viluppuram,GEN,24,RAJARAM M,Independent,IND,Independent,CCTV Camera
76,Tirukkoyilur,Kallakurichi,GEN,1,GOVINDHAKANNAN M,Bahujan Samaj Party,BSP,Solo,Elephant
76,Tirukkoyilur,Kallakurichi,GEN,2,DR. PON GAUTHAMSIGAMANI,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
76,Tirukkoyilur,Kallakurichi,GEN,3,PALANISAMY S,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
76,Tirukkoyilur,Kallakurichi,GEN,4,HEMARAJAN K,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
76,Tirukkoyilur,Kallakurichi,GEN,5,SELVAM K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
76,Tirukkoyilur,Kallakurichi,GEN,6,TAMILSELVAM R,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
76,Tirukkoyilur,Kallakurichi,GEN,7,VIJAY R BARANIBALAJI,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
76,Tirukkoyilur,Kallakurichi,GEN,8,EDWIN ABINESH A,Independent,IND,Independent,Bicycle pump
76,Tirukkoyilur,Kallakurichi,GEN,9,KARTHICK S,Independent,IND,Independent,Fountain
76,Tirukkoyilur,Kallakurichi,GEN,10,GOWTHAM S,Independent,IND,Independent,Dish antenna
76,Tirukkoyilur,Kallakurichi,GEN,11,PALANISAMY E,Independent,IND,Independent,Grapes
76,Tirukkoyilur,Kallakurichi,GEN,12,PRABHAKARAN V I,Independent,IND,Independent,Gas cylinder
76,Tirukkoyilur,Kallakurichi,GEN,13,RAVICHANDRAN G,Independent,IND,Independent,Ship
76,Tirukkoyilur,Kallakurichi,GEN,14,RAMAKRISHNAN M,Independent,IND,Independent,Tiller
76,Tirukkoyilur,Kallakurichi,GEN,15,VIJAYAMOORTHI E,Independent,IND,Independent,Chappals
77,Ulundurpettai,Kallakurichi,GEN,1,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
77,Ulundurpettai,Kallakurichi,GEN,2,LOGESHWARI S,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
77,Ulundurpettai,Kallakurichi,GEN,3,VASANTHAVEL G R,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
77,Ulundurpettai,Kallakurichi,GEN,4,UDHAYAKUMAR R,All India Puratchi Thalaivar Makkal Munnetra Kazhagam,AIPTMK,-,Coconut farm
77,Ulundurpettai,Kallakurichi,GEN,5,SUDHAKAR M,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
77,Ulundurpettai,Kallakurichi,GEN,6,BALAKRISHNAN K,Amma Makkal Katchi,AMK,-,Letter box
77,Ulundurpettai,Kallakurichi,GEN,7,ARASAN K,Independent,IND,Independent,Jackfruit
77,Ulundurpettai,Kallakurichi,GEN,8,KRISHNAMOORTHY V,Independent,IND,Independent,Pen nib with seven rays
77,Ulundurpettai,Kallakurichi,GEN,9,SANKAR S,Independent,IND,Independent,Road roller
77,Ulundurpettai,Kallakurichi,GEN,10,SASIKUMAR N,Independent,IND,Independent,Camera
77,Ulundurpettai,Kallakurichi,GEN,11,SENTHIL P,Independent,IND,Independent,Violin
77,Ulundurpettai,Kallakurichi,GEN,12,PARTHIBAN V,Independent,IND,Independent,Electric pole
